CustomerID,Recency,Frequency,Monetary,Category_Clocks,Category_Furniture & Decor,Category_Garden,Category_Home Decor,Category_Kids,Category_Kitchen,Category_Lighting,Category_Other,Category_Photo & Frames,Category_Seasonal,Category_Stationery,Category_Storage & Bags,Category_Textile,KMeans_Cluster,DBSCAN_Cluster,CLV,GMM_Cluster,Max_Probability,Churn,Churn_Probability,Retention_Action
12346.0,326,12,77556.46,False,False,False,False,False,False,False,True,False,False,False,False,False,0,-1,11168130.24,0,1.0,1,0.99,VIP_RETENTION
12350.0,310,1,334.40000000000003,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,4012.8,0,1.0,1,1.0,WINBACK_CAMPAIGN
12351.0,375,1,300.93,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,3611.16,0,1.0,1,1.0,WINBACK_CAMPAIGN
12353.0,204,2,406.76,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,9762.24,0,1.0,1,1.0,WINBACK_CAMPAIGN
12354.0,232,1,1079.4,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,12952.800000000001,0,1.0,1,1.0,WINBACK_CAMPAIGN
12355.0,214,2,947.61,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,22742.64,0,1.0,1,1.0,WINBACK_CAMPAIGN
12361.0,287,4,511.25,False,False,False,False,False,False,False,False,False,False,False,True,False,3,1,24540.0,3,1.0,1,0.99,WINBACK_CAMPAIGN
12363.0,110,2,552.0,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,13248.0,0,1.0,1,1.0,REENGAGEMENT
12365.0,291,2,641.38,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,15393.119999999999,0,1.0,1,1.0,WINBACK_CAMPAIGN
12366.0,634,1,500.24,False,True,False,False,False,False,False,False,False,False,False,False,False,8,2,6002.88,8,1.0,1,0.97,WINBACK_CAMPAIGN
12368.0,628,1,917.7,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,11012.400000000001,0,1.0,1,0.99,WINBACK_CAMPAIGN
12369.0,413,3,1791.15,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,64481.40000000001,0,1.0,1,1.0,VIP_RETENTION
12373.0,311,3,1127.65,False,False,False,False,False,False,False,False,False,False,False,True,False,3,1,40595.4,3,1.0,1,1.0,WINBACK_CAMPAIGN
12376.0,390,2,503.15,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,12075.599999999999,0,1.0,1,1.0,WINBACK_CAMPAIGN
12377.0,315,4,3426.32,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,164463.36000000002,0,1.0,1,1.0,VIP_RETENTION
12378.0,130,2,5416.32,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,129991.68,0,1.0,1,1.0,VIP_RETENTION
12383.0,185,5,1850.56,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,111033.59999999999,0,1.0,1,1.0,VIP_RETENTION
12385.0,379,1,1938.4,False,False,False,False,False,False,False,False,False,False,False,True,False,3,1,23260.800000000003,3,1.0,1,0.97,WINBACK_CAMPAIGN
12386.0,338,2,401.9,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,9645.599999999999,0,1.0,1,1.0,WINBACK_CAMPAIGN
12387.0,415,1,143.94,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,1727.28,0,1.0,1,1.0,WINBACK_CAMPAIGN
12389.0,403,3,1433.33,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,51599.88,0,1.0,1,1.0,VIP_RETENTION
12392.0,591,1,234.75000000000003,False,False,False,False,True,False,False,False,False,False,False,False,False,7,3,2817.0000000000005,7,1.0,1,1.0,WINBACK_CAMPAIGN
12396.0,674,1,931.4300000000001,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,11177.16,0,1.0,1,1.0,WINBACK_CAMPAIGN
12399.0,119,7,1962.3,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,164833.2,0,1.0,1,1.0,VIP_RETENTION
12400.0,414,1,205.25,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,2463.0,0,1.0,1,1.0,WINBACK_CAMPAIGN
12401.0,303,1,84.3,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,1011.5999999999999,0,1.0,1,1.0,WINBACK_CAMPAIGN
12402.0,323,6,1256.9,False,False,False,False,False,False,False,False,False,False,False,True,False,3,1,90496.8,3,1.0,1,0.99,VIP_RETENTION
12404.0,682,1,63.24,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,758.88,0,1.0,1,1.0,WINBACK_CAMPAIGN
12405.0,149,1,1710.39,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,20524.68,0,1.0,1,0.98,REENGAGEMENT
12410.0,309,3,1013.71,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,36493.56,0,1.0,1,1.0,WINBACK_CAMPAIGN
12411.0,410,1,346.9,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,4162.799999999999,0,1.0,1,1.0,WINBACK_CAMPAIGN
12414.0,217,6,952.4100000000001,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,68573.52000000002,0,1.0,1,1.0,VIP_RETENTION
12416.0,657,1,202.56,False,True,False,False,False,False,False,False,False,False,False,False,False,8,2,2430.7200000000003,8,1.0,1,1.0,WINBACK_CAMPAIGN
12418.0,113,4,2021.2,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,97017.6,0,1.0,1,1.0,VIP_RETENTION
12419.0,386,2,503.01,False,False,False,False,False,True,False,False,False,False,False,False,False,1,4,12072.24,1,1.0,1,1.0,WINBACK_CAMPAIGN
12422.0,96,17,5231.8,False,False,False,False,False,False,False,False,False,False,False,True,False,3,1,1067287.2000000002,3,1.0,1,0.94,VIP_RETENTION
12424.0,163,4,3340.0299999999997,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,160321.44,0,1.0,1,0.99,VIP_RETENTION
12426.0,195,2,1345.21,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,32285.04,0,1.0,1,1.0,WINBACK_CAMPAIGN
12436.0,100,1,509.01,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,6108.12,0,1.0,1,0.99,REENGAGEMENT
12439.0,683,2,1142.88,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,27429.120000000003,0,1.0,1,1.0,WINBACK_CAMPAIGN
12440.0,462,2,859.2,False,False,False,False,False,True,False,False,False,False,False,False,False,1,4,20620.800000000003,1,1.0,1,1.0,WINBACK_CAMPAIGN
12441.0,367,1,173.55,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,2082.6000000000004,0,1.0,1,1.0,WINBACK_CAMPAIGN
12443.0,732,1,485.31,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,5823.72,0,1.0,1,1.0,WINBACK_CAMPAIGN
12447.0,243,1,476.49,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,5717.88,0,1.0,1,1.0,WINBACK_CAMPAIGN
12450.0,156,5,688.2,False,False,False,False,False,False,False,False,False,False,False,True,False,3,1,41292.0,3,1.0,1,0.99,LOYALTY_PROGRAM
12453.0,134,1,707.09,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,8485.08,0,1.0,1,1.0,REENGAGEMENT
12459.0,605,1,454.36,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,5452.32,0,1.0,1,1.0,WINBACK_CAMPAIGN
12460.0,456,1,326.65,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,3919.7999999999997,0,1.0,1,1.0,WINBACK_CAMPAIGN
12461.0,94,2,826.88,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,19845.12,0,1.0,1,1.0,REENGAGEMENT
12466.0,682,1,56.73,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,680.76,0,1.0,1,1.0,WINBACK_CAMPAIGN
12467.0,423,1,132.8,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,1593.6000000000001,0,1.0,1,1.0,WINBACK_CAMPAIGN
12468.0,188,5,3670.7400000000002,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,220244.40000000002,0,1.0,1,1.0,VIP_RETENTION
12469.0,523,2,3070.54,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,73692.95999999999,0,1.0,1,1.0,VIP_RETENTION
12470.0,690,1,211.95,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,2543.3999999999996,0,1.0,1,1.0,WINBACK_CAMPAIGN
12482.0,576,29,23691.4,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,8244607.200000001,0,1.0,1,0.97,VIP_RETENTION
12485.0,529,1,708.1,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,8497.2,0,1.0,1,1.0,WINBACK_CAMPAIGN
12486.0,432,1,1037.28,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,12447.36,0,1.0,1,0.99,WINBACK_CAMPAIGN
12487.0,731,1,285.3,False,False,True,False,False,False,False,False,False,False,False,False,False,9,5,3423.6000000000004,9,1.0,1,1.0,WINBACK_CAMPAIGN
12489.0,336,1,334.93,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,4019.16,0,1.0,1,1.0,WINBACK_CAMPAIGN
12493.0,166,2,433.74,False,False,False,False,False,False,False,False,False,False,False,True,False,3,1,10409.76,3,1.0,1,1.0,REENGAGEMENT
12495.0,641,1,357.4,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,4288.799999999999,0,1.0,1,1.0,WINBACK_CAMPAIGN
12496.0,620,2,45.34,False,False,False,False,False,True,False,False,False,False,False,False,False,1,4,1088.16,1,1.0,1,0.99,WINBACK_CAMPAIGN
12499.0,560,1,393.72,False,False,False,False,False,True,False,False,False,False,False,False,False,1,4,4724.64,1,1.0,1,1.0,WINBACK_CAMPAIGN
12501.0,337,1,2169.39,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,26032.68,0,1.0,1,1.0,WINBACK_CAMPAIGN
12502.0,96,5,3723.87,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,223432.19999999998,0,1.0,1,1.0,VIP_RETENTION
12503.0,584,1,1126.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,4,13512.0,1,1.0,1,1.0,WINBACK_CAMPAIGN
12505.0,409,1,955.2,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,11462.400000000001,0,1.0,1,0.99,WINBACK_CAMPAIGN
12506.0,233,1,73.5,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,882.0,0,1.0,1,1.0,WINBACK_CAMPAIGN
12507.0,134,4,1844.06,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,88514.88,0,1.0,1,1.0,VIP_RETENTION
12509.0,284,1,176.5,False,False,False,False,False,False,False,False,False,False,False,True,False,3,1,2118.0,3,1.0,1,1.0,WINBACK_CAMPAIGN
12510.0,143,9,5178.02,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,559226.1600000001,0,1.0,1,1.0,VIP_RETENTION
12511.0,429,1,3084.02,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,37008.24,0,1.0,1,1.0,WINBACK_CAMPAIGN
12513.0,113,1,612.29,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,7347.48,0,1.0,1,0.98,REENGAGEMENT
12514.0,267,2,1597.76,False,False,False,False,False,False,False,False,False,False,False,True,False,3,1,38346.24,3,1.0,1,0.97,WINBACK_CAMPAIGN
12515.0,353,1,383.7,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,4604.4,0,1.0,1,1.0,WINBACK_CAMPAIGN
12521.0,143,1,599.68,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,7196.16,0,1.0,1,0.98,REENGAGEMENT
12525.0,498,3,973.73,False,False,False,False,False,False,False,False,False,False,False,True,False,3,1,35054.28,3,1.0,1,0.98,WINBACK_CAMPAIGN
12529.0,528,1,316.48,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,3797.76,0,1.0,1,1.0,WINBACK_CAMPAIGN
12533.0,628,2,1367.89,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,32829.36,0,1.0,1,1.0,WINBACK_CAMPAIGN
12534.0,131,1,1089.18,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,13070.16,0,1.0,1,1.0,REENGAGEMENT
12535.0,92,2,716.35,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,17192.4,0,1.0,1,0.97,REENGAGEMENT
12537.0,409,1,732.94,False,False,False,True,False,False,False,False,False,False,False,False,False,4,6,8795.28,4,1.0,1,0.99,WINBACK_CAMPAIGN
12542.0,484,2,481.88,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,11565.119999999999,0,1.0,1,1.0,WINBACK_CAMPAIGN
12543.0,448,1,980.25,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,11763.0,0,1.0,1,1.0,WINBACK_CAMPAIGN
12547.0,198,3,383.58,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,13808.880000000001,0,1.0,1,1.0,WINBACK_CAMPAIGN
12548.0,166,1,95.19999999999999,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,1142.3999999999999,0,1.0,1,1.0,REENGAGEMENT
12549.0,576,6,1575.68,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,113448.95999999999,0,1.0,1,1.0,VIP_RETENTION
12551.0,358,1,168.0,False,False,False,False,False,False,False,False,False,False,False,True,False,3,1,2016.0,3,1.0,1,0.99,WINBACK_CAMPAIGN
12554.0,449,1,468.5,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,5622.0,0,1.0,1,1.0,WINBACK_CAMPAIGN
12555.0,682,1,129.23,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,1550.7599999999998,0,1.0,1,1.0,WINBACK_CAMPAIGN
12559.0,311,2,561.71,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,13481.04,0,1.0,1,1.0,WINBACK_CAMPAIGN
12561.0,303,1,238.85,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,2866.2,0,1.0,1,1.0,WINBACK_CAMPAIGN
12563.0,409,1,249.24,False,False,False,False,False,True,False,False,False,False,False,False,False,1,4,2990.88,1,1.0,1,1.0,WINBACK_CAMPAIGN
12564.0,261,1,456.90000000000003,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,5482.8,0,1.0,1,1.0,WINBACK_CAMPAIGN
12565.0,289,1,145.92000000000002,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,1751.0400000000002,0,1.0,1,1.0,WINBACK_CAMPAIGN
12568.0,645,1,70.0,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,840.0,0,1.0,1,1.0,WINBACK_CAMPAIGN
12570.0,682,1,77.52,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,930.24,0,1.0,1,1.0,WINBACK_CAMPAIGN
12573.0,227,5,717.41,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,43044.6,0,1.0,1,0.99,WINBACK_CAMPAIGN
12574.0,316,1,218.45000000000002,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,2621.4,0,1.0,1,1.0,WINBACK_CAMPAIGN
12575.0,457,2,622.82,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,14947.68,0,1.0,1,1.0,WINBACK_CAMPAIGN
12580.0,247,2,1052.9,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,25269.600000000002,0,1.0,1,1.0,WINBACK_CAMPAIGN
12582.0,239,4,1980.4,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,95059.20000000001,0,1.0,1,1.0,VIP_RETENTION
12585.0,234,2,2040.1,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,48962.399999999994,0,1.0,1,0.99,WINBACK_CAMPAIGN
12590.0,211,2,9864.26,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,236742.24,0,1.0,1,1.0,VIP_RETENTION
12591.0,317,3,1338.95,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,48202.200000000004,0,1.0,1,1.0,WINBACK_CAMPAIGN
12592.0,92,5,2582.66,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,154959.59999999998,0,1.0,1,0.96,VIP_RETENTION
12593.0,109,3,418.1,False,False,False,False,False,False,False,False,False,False,False,True,False,3,1,15051.600000000002,3,1.0,1,0.99,LOYALTY_PROGRAM
12595.0,505,1,299.02,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,3588.24,0,1.0,1,1.0,WINBACK_CAMPAIGN
12601.0,190,6,681.26,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,49050.72,0,1.0,1,1.0,WINBACK_CAMPAIGN
12605.0,376,4,1232.95,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,59181.600000000006,0,1.0,1,1.0,VIP_RETENTION
12606.0,682,1,21.0,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,252.0,0,1.0,1,1.0,WINBACK_CAMPAIGN
12608.0,405,1,415.79,False,False,False,False,False,False,False,False,False,False,True,False,False,6,7,4989.4800000000005,6,1.0,1,1.0,WINBACK_CAMPAIGN
12614.0,278,1,315.6,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,3787.2000000000003,0,1.0,1,1.0,WINBACK_CAMPAIGN
12616.0,95,3,1131.1,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,40719.6,0,1.0,1,0.99,LOYALTY_PROGRAM
12622.0,232,1,180.1,False,False,False,True,False,False,False,False,False,False,False,False,False,4,6,2161.2,4,1.0,1,1.0,WINBACK_CAMPAIGN
12623.0,276,7,3747.84,False,False,False,False,False,False,False,False,False,False,False,True,False,3,1,314818.56,3,1.0,1,0.99,VIP_RETENTION
12624.0,106,2,641.13,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,15387.119999999999,0,1.0,1,1.0,REENGAGEMENT
12625.0,212,4,5164.88,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,247914.24,0,1.0,1,0.98,VIP_RETENTION
12629.0,386,2,1558.22,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,37397.28,0,1.0,1,0.98,WINBACK_CAMPAIGN
12632.0,521,2,804.88,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,19317.12,0,1.0,1,1.0,WINBACK_CAMPAIGN
12634.0,536,2,490.0,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,11760.0,0,1.0,1,1.0,WINBACK_CAMPAIGN
12636.0,739,1,141.0,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,1692.0,0,1.0,1,1.0,WINBACK_CAMPAIGN
12639.0,239,3,1312.3700000000001,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,47245.32000000001,0,1.0,1,0.99,WINBACK_CAMPAIGN
12641.0,115,1,185.9,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,2230.8,0,1.0,1,1.0,REENGAGEMENT
12643.0,128,12,8304.82,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,1195894.08,0,1.0,1,0.98,VIP_RETENTION
